Random Groups	Semi-random Groups
0.5046511627906977	0.6830985915492958
0.648	0.6422764227642277
0.6666666666666666	0.7166666666666667
0.7772727272727272	0.4537037037037037
0.6729857819905213	0.6428571428571429
0.3925233644859813	0.7047619047619048
0.5074626865671642	0.7171717171717171
0.43	0.6262626262626263
0.3901098901098901	0.6888888888888889
0.4388888888888889	0.6836158192090396
0.6306818181818182	0.5114942528735632
0.52046783625731	0.5535714285714286
0.45	0.48717948717948717
0.6746987951807228	0.6727272727272727
0.40939597315436244	0.5510204081632653
0.46258503401360546	0.46258503401360546
0.5704225352112676	0.3829787234042553
0.4357142857142857	0.6159420289855072
0.8188976377952756	0.6349206349206349
0.46774193548387094	0.45
0.5702479338842975	0.4666666666666667
0.6347826086956522	0.6396396396396397
0.5	0.5135135135135135
0.49122807017543857	0.4649122807017544
0.48672566371681414	0.4954954954954955
0.7532467532467533	0.6533333333333333
0.7321428571428571	0.5945945945945946
0.4107142857142857	0.6306306306306306
0.34234234234234234	0.5462962962962963
0.6355140186915887	0.5619047619047619
0.574468085106383	0.6129032258064516
0.5612244897959183	0.5520833333333334
0.5	0.6666666666666666
0.5	0.6770833333333334
0.5434782608695652	0.5
0.43956043956043955	0.4444444444444444
0.5888888888888889	0.5632183908045977
0.6704545454545454	0.39080459770114945
0.42857142857142855	0.5333333333333333
0.5348837209302325	0.4880952380952381
0.5119047619047619	0.4074074074074074
0.6746987951807228	0.41975308641975306
0.573170731707317	0.6153846153846154
0.38271604938271603	0.49382716049382713
0.6049382716049383	0.6172839506172839
0.5769230769230769	0.5384615384615384
0.6666666666666666	0.6111111111111112
0.547945205479452	0.3472222222222222
0.4794520547945205	0.6944444444444444
0.3611111111111111	0.7391304347826086
0.5694444444444444	0.5833333333333334
0.4507042253521127	0.782608695652174
0.6857142857142857	0.7121212121212122
0.5	0.6363636363636364
0.6119402985074627	0.4090909090909091
0.3230769230769231	0.4126984126984127
0.5238095238095238	0.6
0.5645161290322581	0.48333333333333334
0.639344262295082	0.7192982456140351
0.6093023255813953	0.6456876456876457
0.656	0.6341463414634146
0.6337448559670782	0.4041666666666667
0.6863636363636364	0.8584474885844748
0.5924170616113744	0.6183574879227053
0.40186915887850466	0.5428571428571428
0.5024875621890548	0.7171717171717171
0.57	0.35858585858585856
0.8131868131868132	0.55
0.36666666666666664	0.6388888888888888
0.5227272727272727	0.6379310344827587
0.6140350877192983	0.49707602339181284
0.3875	0.6282051282051282
0.463855421686747	0.6424242424242425
0.6308724832214765	0.6462585034013606
0.46938775510204084	0.41496598639455784
0.5492957746478874	0.4855072463768116
0.4785714285714286	0.6666666666666666
0.49606299212598426	0.3968253968253968
0.6854838709677419	0.45
0.7355371900826446	0.6666666666666666
0.5217391304347826	0.39473684210526316
0.5526315789473685	0.6754385964912281
0.6403508771929824	0.6756756756756757
0.4247787610619469	0.6216216216216216
0.44155844155844154	0.7466666666666667
0.6160714285714286	0.3963963963963964
0.6160714285714286	0.48148148148148145
0.44144144144144143	0.6481481481481481
0.514018691588785	0.5238095238095238
0.4148936170212766	0.5483870967741935
0.5816326530612245	0.3333333333333333
0.5729166666666666	0.3548387096774194
0.53125	0.4166666666666667
0.532608695652174	0.6333333333333333
0.5054945054945055	0.6222222222222222
0.6111111111111112	0.40229885057471265
0.5227272727272727	0.6666666666666666
0.5555555555555556	0.35
0.5813953488372093	0.4880952380952381
0.5238095238095238	0.6547619047619048
0.4457831325301205	0.6049382716049383
0.7317073170731707	0.5432098765432098
0.5308641975308642	0.47435897435897434
0.41975308641975306	0.5308641975308642
0.5641025641025641	0.6533333333333333
0.6133333333333333	0.4666666666666667
0.5616438356164384	0.6944444444444444
0.6575342465753424	0.6811594202898551
0.625	0.5507246376811594
0.625	0.6231884057971014
0.6197183098591549	0.36231884057971014
0.5142857142857142	0.4782608695652174
0.4852941176470588	0.3787878787878788
0.5970149253731343	0.5079365079365079
0.4153846153846154	0.6984126984126984
0.3333333333333333	0.5166666666666667
0.5645161290322581	0.5666666666666667
0.7213114754098361	0.7666666666666667
0.5906976744186047	0.7855477855477856
0.616	0.44715447154471544
0.46502057613168724	0.7541666666666667
0.7181818181818181	0.634703196347032
0.46919431279620855	0.6183574879227053
0.5046728971962616	0.7428571428571429
0.6517412935323383	0.6060606060606061
0.405	0.6666666666666666
0.6043956043956044	0.5
0.4111111111111111	0.7333333333333333
0.4034090909090909	0.6379310344827587
0.5263157894736842	0.5178571428571429
0.5625	0.47435897435897434
0.6385542168674698	0.6975308641975309
0.5503355704697986	0.43537414965986393
0.5782312925170068	0.5347222222222222
0.5422535211267606	0.475177304964539
0.34285714285714286	0.6159420289855072
0.7007874015748031	0.6747967479674797
0.49193548387096775	0.4878048780487805
0.5289256198347108	0.625
0.7043478260869566	0.2894736842105263
0.5526315789473685	0.6396396396396397
0.3508771929824561	0.38738738738738737
0.46017699115044247	0.43243243243243246
0.5714285714285714	0.5733333333333334
0.5178571428571429	0.6481481481481481
0.45535714285714285	0.5855855855855856
0.46846846846846846	0.5315315315315315
0.5794392523364486	0.6285714285714286
0.5851063829787234	0.6777777777777778
0.6836734693877551	0.6458333333333334
0.65625	0.5591397849462365
0.7083333333333334	0.6559139784946236
0.6956521739130435	0.5
0.6703296703296703	0.5666666666666667
0.5666666666666667	0.4367816091954023
0.6363636363636364	0.5517241379310345
0.5555555555555556	0.38333333333333336
0.5697674418604651	0.5595238095238095
0.5119047619047619	0.4444444444444444
0.5180722891566265	0.5308641975308642
0.43902439024390244	0.5256410256410257
0.5925925925925926	0.6794871794871795
0.38271604938271603	0.44871794871794873
0.38461538461538464	0.6153846153846154
0.5866666666666667	0.5416666666666666
0.6712328767123288	0.3333333333333333
0.6027397260273972	0.4444444444444444
0.3472222222222222	0.5555555555555556
0.5694444444444444	0.5362318840579711
0.5352112676056338	0.4782608695652174
0.3142857142857143	0.5797101449275363
0.7058823529411765	0.6363636363636364
0.7164179104477612	0.5303030303030303
0.5692307692307692	0.5714285714285714
0.5714285714285714	0.6031746031746031
0.3709677419354839	0.5666666666666667
0.47540983606557374	0.5333333333333333
0.6744186046511628	0.7505827505827506
0.64	0.6747967479674797
0.4691358024691358	0.7083333333333334
0.4818181818181818	0.5787037037037037
0.6587677725118484	0.6521739130434783
0.4205607476635514	0.5523809523809524
0.6268656716417911	0.6467661691542289
0.365	0.5959595959595959
0.5604395604395604	0.6388888888888888
0.4222222222222222	0.4689265536723164
0.45454545454545453	0.5517241379310345
0.672514619883041	0.5892857142857143
0.4875	0.5897435897435898
0.6927710843373494	0.6424242424242425
0.5234899328859061	0.6530612244897959
0.5714285714285714	0.5138888888888888
0.6830985915492958	0.5434782608695652
0.5428571428571428	0.463768115942029
0.4094488188976378	0.5952380952380952
0.31451612903225806	0.42276422764227645
0.5537190082644629	0.5416666666666666
0.6956521739130435	0.43859649122807015
0.631578947368421	0.4473684210526316
0.5877192982456141	0.5175438596491229
0.504424778761062	0.6396396396396397
0.4935064935064935	0.48
0.6160714285714286	0.6944444444444444
0.5178571428571429	0.46846846846846846
0.5675675675675675	0.44144144144144143
0.32710280373831774	0.580952380952381
0.44680851063829785	0.44086021505376344
0.5714285714285714	0.3645833333333333
0.6145833333333334	0.6344086021505376
0.6458333333333334	0.6236559139784946
0.5	0.45555555555555555
0.4065934065934066	0.4482758620689655
0.4777777777777778	0.5632183908045977
0.36363636363636365	0.4642857142857143
0.38095238095238093	0.5
0.627906976744186	0.6309523809523809
0.5	0.5925925925925926
0.6626506024096386	0.5679012345679012
0.45121951219512196	0.5512820512820513
0.7654320987654321	0.3974358974358974
0.6419753086419753	0.44871794871794873
0.5128205128205128	0.49333333333333335
0.6	0.48
0.5068493150684932	0.5277777777777778
0.3835616438356164	0.5072463768115942
0.4583333333333333	0.5217391304347826
0.4722222222222222	0.6231884057971014
0.6619718309859155	0.34782608695652173
0.5571428571428572	0.6376811594202898
0.6029411764705882	0.4696969696969697
0.5373134328358209	0.5238095238095238
0.4307692307692308	0.49206349206349204
0.5079365079365079	0.65
0.43548387096774194	0.6333333333333333
0.3114754098360656	0.43859649122807015
0.6	0.6643192488262911
0.504	0.5203252032520326
0.43209876543209874	0.7333333333333333
0.5909090909090909	0.7077625570776256
0.4881516587677725	0.5893719806763285
0.35514018691588783	0.42857142857142855
0.7313432835820896	0.6818181818181818
